pair_id,label,inliers,scan,evidence
1073,T,0,0.783,scan
1074,T,0,0.676,scan
1075,T,21,0.979,img+scan
1076,T,25,0.961,img+scan
1077,T,29,0.945,img+scan
1078,T,38,0.985,img+scan
1079,T,20,0.92,img+scan
1080,T,15,0.971,scan
1081,T,24,0.929,img+scan
1082,T,35,0.976,img+scan
1083,T,338,0.985,img+scan
1084,T,265,0.674,img+scan
1085,T,541,0.977,img+scan
1086,T,243,0.955,img+scan
1087,T,159,0.991,img+scan
1088,T,190,0.862,img+scan
1089,T,456,0.918,img+scan
1090,T,237,0.927,img+scan
1091,T,488,0.957,img+scan
1092,T,387,0.937,img+scan
1093,T,211,0.848,img+scan
1094,T,0,0.622,scan
1095,T,0,0.49,scan
1096,T,0,0.411,scan
1097,T,389,0.864,img+scan
1098,T,299,0.818,img+scan
1099,T,256,0.873,img+scan
1100,T,329,0.952,img+scan
1101,T,246,0.918,img+scan
1102,T,304,0.921,img+scan
1103,T,333,0.96,img+scan
1104,T,244,0.93,img+scan
1105,T,293,0.875,img+scan
1106,T,267,0.992,img+scan
1107,T,272,0.946,img+scan
1108,T,89,0.941,img+scan
1109,T,200,0.894,img+scan
1110,T,271,0.986,img+scan
1111,T,234,0.846,img+scan
1112,T,261,0.613,img+scan
1113,T,249,0.892,img+scan
1114,T,153,0.841,img+scan
1115,T,0,0.837,scan
1116,T,12,0.856,scan
1117,T,0,0.856,scan
1118,T,7,0.813,scan
1119,T,12,0.815,scan
1120,T,0,0.552,scan
1121,T,204,0.992,img+scan
1122,T,22,0.937,img+scan
1123,T,79,0.541,img+scan
1124,T,55,0.927,img+scan
1125,T,126,0.457,img+scan
1126,T,22,0.95,img+scan
1127,T,17,0.984,scan
1128,T,0,0.914,scan
1129,T,0,0.919,scan
1130,T,7,0.895,scan
1131,T,13,0.903,scan
1132,T,19,0.917,img+scan
1133,T,11,0.986,scan
1134,T,0,0.82,scan
1135,T,7,0.82,scan
1136,T,0,0.857,scan
1137,T,7,0.892,scan
1138,T,13,0.842,scan
1139,T,44,0.876,img+scan
1140,T,13,0.843,scan
1141,T,17,0.801,scan
1142,T,119,0.867,img+scan
1143,T,7,0.817,scan
1144,T,0,0.823,scan
1145,T,0,0.801,scan
1146,T,55,0.883,img+scan
1147,T,7,0.803,scan
1148,T,9,0.812,scan
1149,T,7,0.823,scan
1150,T,0,0.812,scan
1151,T,262,0.859,img+scan
1152,T,277,0.908,img+scan
1153,T,217,0.92,img+scan
1154,T,140,0.962,img+scan
1155,T,348,0.957,img+scan
1156,T,104,0.943,img+scan
1157,T,92,0.0,img
1158,T,134,0.0,img
1159,T,197,0.866,img+scan
1160,T,244,0.962,img+scan
1161,T,0,0.819,scan
1162,T,80,0.75,img+scan
1163,T,66,0.0,img
1164,T,0,0.799,scan
1165,T,246,0.812,img+scan
1166,F,0,0.0,none
1167,T,18,0.849,img+scan
1168,T,7,0.95,scan
1169,T,7,0.843,scan
1170,F,0,0.221,none
1171,F,0,0.185,none
1172,F,0,0.263,none
1173,T,0,0.794,scan
1174,T,46,0.792,img+scan
1175,T,33,0.865,img+scan
1176,T,24,0.921,img+scan
1177,F,0,0.268,none
1178,F,0,0.033,none
1179,F,0,0.0,none
1180,T,0,0.797,scan
1181,T,0,0.798,scan
1182,T,0,0.52,scan
1183,T,0,0.531,scan
1184,T,0,0.613,scan
1185,F,0,0.0,none
1186,F,0,0.0,none
1187,F,0,0.0,none
1188,F,0,0.0,none
1189,F,0,0.0,none
1190,F,0,0.0,none
1191,F,0,0.0,none
1192,F,0,0.346,none
1193,F,0,0.0,none
1194,T,0,0.56,scan
1195,F,0,0.0,none
1196,F,0,0.0,none
1197,F,0,0.0,none
1198,T,163,0.0,img
1199,F,0,0.118,none
1200,F,7,0.0,none
1201,F,0,0.199,none
1202,F,7,0.247,none
1203,F,0,0.204,none
1204,F,8,0.183,none
1205,F,0,0.186,none
1206,F,7,0.224,none
1207,F,0,0.217,none
1208,F,0,0.208,none
1209,F,0,0.251,none
1210,F,0,0.207,none
1211,F,0,0.0,none
1212,F,0,0.145,none
1213,F,0,0.151,none
1214,F,0,0.112,none
1215,F,0,0.144,none
1216,F,0,0.0,none
1217,F,0,0.166,none
1218,F,0,0.0,none
1219,T,0,0.844,scan
1220,T,0,0.864,scan
1221,F,0,0.0,none
1222,F,0,0.117,none
1223,F,0,0.212,none
1224,F,0,0.212,none
1225,T,0,0.917,scan
1226,T,0,0.925,scan
1227,T,0,0.927,scan
1228,F,0,0.0,none
1229,F,0,0.0,none
1230,T,0,0.934,scan
1231,F,0,0.0,none
1232,F,0,0.0,none
1233,T,0,0.934,scan
1234,T,7,0.89,scan
1235,F,0,0.0,none
1236,F,0,0.0,none
1237,F,0,0.0,none
1238,F,0,0.0,none
1239,T,0,0.952,scan
1240,F,0,0.0,none
1241,T,0,0.898,scan
1242,F,0,0.0,none
1243,T,7,0.942,scan
1244,F,7,0.0,none
1245,T,0,0.937,scan
1246,T,0,0.875,scan
1247,T,0,0.945,scan
1248,T,0,0.888,scan
1249,T,7,0.897,scan
1250,F,0,0.0,none
1251,T,430,0.0,img
1252,T,442,0.0,img
1253,T,430,0.0,img
1254,T,442,0.0,img
1255,T,449,0.0,img
1256,T,481,0.0,img
1257,T,489,0.966,img+scan
1258,T,0,0.95,scan
1259,T,0,0.952,scan
1260,F,0,0.0,none
1261,T,7,0.903,scan
1262,T,462,0.0,img
1263,T,447,0.961,img+scan
1264,T,454,0.978,img+scan
1265,T,444,0.972,img+scan
1266,T,468,0.961,img+scan
1267,T,457,0.97,img+scan
1268,T,463,0.959,img+scan
1269,T,492,0.992,img+scan
1270,T,502,0.0,img
1271,T,470,0.981,img+scan
1272,T,492,0.988,img+scan
1273,T,491,0.984,img+scan
1274,T,480,0.986,img+scan
1275,T,478,0.994,img+scan
1276,T,474,0.989,img+scan
1277,T,475,0.994,img+scan
1278,T,468,0.989,img+scan
1279,F,0,0.0,none
1280,T,0,0.938,scan
1281,F,0,0.0,none
1282,T,0,0.947,scan
1283,F,0,0.0,none
1284,T,0,0.9,scan
1285,T,0,0.905,scan
1286,T,463,0.948,img+scan
1287,T,470,0.987,img+scan
1288,T,473,0.984,img+scan
1289,T,481,0.977,img+scan
1290,T,474,0.988,img+scan
1291,T,491,0.981,img+scan
1292,T,470,0.986,img+scan
1293,T,457,0.991,img+scan
1294,T,457,0.986,img+scan
